OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstig,LICHT,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
176,1.17011E+18,1,0,60,64,2017,1,16,5,2,3,1,0,1,0,0,0,0,0,5.62239E+20,5.96914E+21,9.94649E+15,5.3867E+16
177,1.1701E+18,1,0,59,68,2017,1,14,1,3,5,3,0,1,0,0,0,0,1,5.58068E+20,6.057E+21,9.90011E+15,5.4657E+16
178,1.17011E+18,1,0,58,37,2017,1,8,7,2,8,1,0,1,0,0,0,1,2,5.74092E+20,6.03096E+21,1.01419E+16,5.4421E+16
179,1.17011E+18,1,0,62,4,2017,1,17,3,2,6,2,0,1,1,0,0,2,0,5.91754E+20,5.96303E+21,1.03934E+16,5.38078E+16
180,1.17011E+18,1,0,54,80,2017,1,11,4,2,5,3,0,1,0,0,1,0,1,5.00884E+20,6.05981E+21,9.01372E+15,5.46856E+16
181,1.17011E+18,1,0,56,39,2017,1,17,4,3,2,6,0,1,0,0,0,2,1,5.52439E+20,5.94685E+21,9.79369E+15,5.36678E+16
182,1.17011E+18,1,0,59,183,2017,1,21,5,1,8,1,0,1,0,0,0,2,1,5.25174E+20,6.06503E+21,9.39094E+15,5.47319E+16
183,1.17011E+18,1,0,59,75,2017,1,17,5,3,5,3,0,1,0,0,0,1,1,5.34105E+20,6.0427E+21,9.52703E+15,5.45307E+16
184,1.17011E+18,1,0,54,152,2017,1,12,7,2,8,7,0,1,0,0,0,0,1,5.14907E+20,6.03851E+21,9.23015E+15,5.4494E+16
185,1.17011E+18,1,0,51,114,2017,1,4,7,2,8,1,0,1,0,0,0,2,1,5.18259E+20,6.00825E+21,9.28004E+15,5.42219E+16
186,1.17011E+18,1,0,3,0,2017,1,11,7,3,8,1,0,1,0,0,0,0,2,6.09513E+20,5.96379E+21,1.06632E+16,5.38112E+16
187,1.17011E+18,1,0,59,37,2017,1,18,7,3,4,6,0,1,0,0,0,2,1,5.33985E+20,6.05682E+21,9.5268E+15,5.46577E+16
188,1.17011E+18,1,0,60,5,2017,1,20,4,2,0,7,0,1,0,0,1,2,1,5.84807E+20,5.97742E+21,1.02919E+16,5.39382E+16
189,1.17011E+18,1,0,56,18,2017,1,7,5,3,2,6,0,1,0,0,1,1,1,5.58403E+20,5.94226E+21,9.88308E+15,5.36259E+16
190,1.17011E+18,1,0,57,35,2017,1,19,5,3,8,1,0,1,0,0,0,2,2,6.0203E+20,6.01511E+21,1.05669E+16,5.42738E+16
191,1.17011E+18,1,0,3,0,2017,1,10,5,3,0,6,0,1,0,0,1,0,1,6.10016E+20,5.97052E+21,1.06733E+16,5.38715E+16
192,1.17011E+18,1,0,62,69,2017,1,8,6,3,3,1,0,1,0,0,0,0,2,5.82359E+20,5.94273E+21,1.02454E+16,5.36269E+16
193,1.17011E+18,1,0,58,150,2017,1,19,6,2,8,1,0,1,0,0,0,2,2,5.7175E+20,6.03397E+21,1.01065E+16,5.44484E+16
194,1.1701E+18,1,0,58,137,2017,1,17,3,3,4,1,0,1,0,0,0,2,1,5.54332E+20,6.04175E+21,9.83939E+15,5.45204E+16
195,1.1701E+18,1,0,51,44,2017,1,14,3,3,5,2,0,1,0,0,0,0,1,5.08114E+20,6.00552E+21,9.12437E+15,5.41977E+16
196,1.17012E+18,1,0,58,169,2017,1,17,3,2,2,6,0,1,0,0,0,2,0,5.60388E+20,5.99159E+21,9.9228E+15,5.4069E+16
197,1.17011E+18,1,0,60,64,2017,1,18,3,3,2,6,0,0,0,0,1,2,0,5.62216E+20,5.96898E+21,9.94611E+15,5.38655E+16
198,1.17011E+18,1,0,58,78,2017,1,6,3,2,5,3,0,1,0,0,1,2,1,5.33262E+20,6.01848E+21,9.51128E+15,5.43131E+16
199,1.17011E+18,1,0,51,74,2017,1,16,3,2,0,1,1,0,0,0,0,0,1,5.04497E+20,5.99354E+21,9.06875E+15,5.409E+16
200,1.17011E+18,1,0,55,43,2017,1,11,4,2,8,1,0,1,0,0,0,0,1,6.18435E+20,6.01957E+21,1.08205E+16,5.43102E+16
201,1.17011E+18,1,0,61,11,2017,1,15,5,3,9,1,0,1,0,0,0,0,1,5.23282E+20,5.99039E+21,9.35571E+15,5.40612E+16
202,1.1701E+18,1,0,60,64,2017,1,19,2,2,2,6,0,1,0,0,1,2,1,5.6155E+20,5.96707E+21,9.9356E+15,5.38484E+16
203,1.17011E+18,1,0,2,0,2017,1,9,7,3,8,1,0,1,0,0,0,0,2,5.77257E+20,6.02026E+21,1.01879E+16,5.43243E+16
204,1.1701E+18,1,0,2,0,2017,1,20,2,3,5,3,1,1,0,0,0,2,1,5.72018E+20,6.02047E+21,1.01074E+16,5.4327E+16
205,1.17011E+18,1,0,61,17,2017,1,10,7,3,4,6,0,1,0,0,1,0,2,5.33215E+20,5.97244E+21,9.50549E+15,5.38993E+16
206,1.17011E+18,1,0,51,21,2017,1,7,3,2,5,3,1,1,0,0,0,2,1,5.00842E+20,5.97726E+21,9.01282E+15,5.39437E+16
207,1.17011E+18,1,0,3,0,2017,1,15,4,3,5,3,1,1,0,0,0,0,1,6.1241E+20,5.96711E+21,1.07084E+16,5.38403E+16
208,1.17011E+18,1,0,62,23,2017,1,1,5,3,8,1,0,1,0,0,0,2,2,5.86473E+20,5.94813E+21,1.03091E+16,5.36747E+16
209,1.17011E+18,1,0,3,0,2017,1,1,5,3,8,1,0,1,0,0,0,2,1,6.09928E+20,5.96299E+21,1.06693E+16,5.38038E+16
210,1.17011E+18,1,0,58,140,2017,1,17,5,2,5,3,0,1,0,0,0,2,1,5.46439E+20,6.01823E+21,9.71378E+15,5.43098E+16
211,1.17011E+18,1,0,60,19,2017,1,7,5,3,9,1,0,1,0,0,0,2,1,5.61569E+20,5.95829E+21,9.93413E+15,5.37696E+16
212,1.17011E+18,1,0,55,35,2017,1,10,7,3,5,3,0,1,0,0,0,0,0,6.13264E+20,5.97585E+21,1.07246E+16,5.39187E+16
213,1.1701E+18,1,0,54,56,2017,1,16,3,3,5,2,0,1,0,0,0,2,1,5.02827E+20,6.03945E+21,9.04366E+15,5.45027E+16
214,1.17012E+18,1,0,4,0,2017,1,7,2,3,8,7,0,1,0,0,0,1,1,5.64287E+20,5.98863E+21,9.98175E+15,5.40419E+16
215,1.17012E+18,1,0,56,15,2017,1,7,2,3,5,3,1,1,0,0,0,2,0,5.44659E+20,5.95581E+21,9.67725E+15,5.3749E+16
216,1.1701E+18,1,0,60,44,2017,1,19,2,3,6,3,0,1,1,0,0,2,1,5.63457E+20,5.96556E+21,9.96427E+15,5.38346E+16
217,1.17011E+18,1,0,2,0,2017,1,17,2,3,5,3,1,1,0,0,0,2,0,5.77276E+20,6.02034E+21,1.01882E+16,5.43251E+16
218,1.16011E+18,1,0,55,12,2017,1,14,5,3,0,1,1,0,0,0,0,0,2,6.07162E+20,5.9981E+21,1.06396E+16,5.41198E+16
219,1.1701E+18,1,0,62,93,2017,1,5,1,3,8,7,0,1,0,0,0,2,1,5.94706E+20,5.96451E+21,1.04387E+16,5.38205E+16
220,1.17011E+18,1,0,54,104,2017,1,16,7,3,4,6,0,1,0,0,0,1,1,4.84409E+20,6.02441E+21,8.76003E+15,5.43672E+16
221,1.17011E+18,1,0,57,33,2017,1,11,3,3,2,6,0,1,0,0,1,0,0,5.75046E+20,6.00697E+21,1.01506E+16,5.42053E+16
222,1.17011E+18,1,0,56,15,2017,1,13,3,3,5,3,0,1,0,1,0,0,1,5.4381E+20,5.95601E+21,9.66439E+15,5.37509E+16
223,1.17011E+18,1,0,58,135,2017,1,7,4,3,5,2,1,1,0,0,0,2,1,5.44858E+20,6.01797E+21,9.68944E+15,5.43076E+16
224,1.17011E+18,1,0,51,44,2017,1,11,4,3,2,6,0,1,0,0,1,0,1,5.06977E+20,6.00538E+21,9.10694E+15,5.41964E+16
225,1.17011E+18,1,0,58,91,2017,1,18,5,2,8,1,0,1,0,0,0,2,1,5.62474E+20,5.99807E+21,9.95601E+15,5.4127E+16
226,1.17011E+18,1,0,2,0,2017,1,14,5,3,8,1,0,1,0,0,0,0,0,5.74409E+20,6.01769E+21,1.01435E+16,5.43017E+16
227,1.17011E+18,1,0,56,50,2017,1,13,6,3,5,3,0,1,0,0,0,0,1,5.46878E+20,5.93855E+21,9.70828E+15,5.35937E+16
228,1.17011E+18,1,0,4,0,2017,1,12,7,3,0,2,1,1,0,0,0,0,1,5.64702E+20,5.99492E+21,9.98941E+15,5.40984E+16
229,1.17011E+18,1,0,59,183,2017,1,8,7,2,8,1,0,0,0,0,1,1,2,5.23186E+20,6.06828E+21,9.36032E+15,5.47612E+16
230,1.17011E+18,1,0,57,57,2017,1,15,5,3,1,5,0,1,0,0,0,0,0,5.93405E+20,6.00288E+21,1.04307E+16,5.41655E+16
231,1.1701E+18,1,0,54,76,2017,1,9,3,3,2,2,0,0,0,0,1,0,1,4.98018E+20,6.0696E+21,8.96919E+15,5.47736E+16
232,1.1701E+18,1,0,58,135,2017,1,16,3,2,6,2,0,0,1,0,1,2,1,5.42849E+20,6.01777E+21,9.65853E+15,5.4306E+16
233,1.17012E+18,1,0,1,0,2017,1,6,3,3,3,6,1,1,0,0,0,2,0,5.27297E+20,6.06958E+21,9.42433E+15,5.47727E+16
234,1.1701E+18,1,0,58,144,2017,1,9,3,3,2,6,0,1,0,0,1,0,1,5.62915E+20,6.0019E+21,9.96355E+15,5.41613E+16
235,1.17011E+18,1,0,3,0,2017,1,16,2,3,3,6,1,1,0,0,0,0,0,6.10134E+20,5.96995E+21,1.06749E+16,5.38664E+16
236,1.17011E+18,1,0,54,86,2017,1,15,3,3,0,7,1,0,0,0,0,0,1,4.8277E+20,6.07913E+21,8.73158E+15,5.4859E+16
237,1.17011E+18,1,0,3,0,2017,1,15,3,2,5,2,1,0,0,0,1,0,0,6.1295E+20,5.9663E+21,1.07163E+16,5.38329E+16
238,1.17011E+18,1,0,62,4,2017,1,12,4,3,8,1,0,1,0,0,0,0,1,5.87184E+20,5.96342E+21,1.03241E+16,5.3812E+16
239,1.17011E+18,1,0,3,0,2017,1,13,4,3,5,3,1,1,0,0,0,0,1,6.10137E+20,5.96995E+21,1.06749E+16,5.38663E+16
240,1.17011E+18,1,0,61,44,2017,1,0,5,3,9,1,0,1,0,0,0,2,1,5.41444E+20,5.96482E+21,9.6297E+15,5.38302E+16
241,1.17011E+18,1,0,4,0,2017,1,15,6,3,3,6,0,1,0,0,1,0,1,5.66358E+20,5.99058E+21,1.00138E+16,5.40591E+16
242,1.17011E+18,1,0,53,112,2017,1,6,6,3,4,1,0,1,0,0,0,2,2,5.93648E+20,5.94972E+21,1.04181E+16,5.36878E+16
243,1.17011E+18,1,0,62,89,2017,1,13,7,3,0,1,0,1,0,0,0,0,1,5.89331E+20,5.95505E+21,1.03543E+16,5.37365E+16
244,1.17011E+18,1,0,4,0,2017,1,12,6,3,5,2,0,1,0,0,0,0,0,5.66054E+20,5.98945E+21,1.00089E+16,5.40491E+16
245,1.17011E+18,1,0,60,68,2017,1,10,7,3,8,1,0,1,0,0,0,0,2,5.76084E+20,5.98598E+21,1.01612E+16,5.40165E+16
246,1.17011E+18,1,0,60,89,2017,1,18,6,3,2,6,0,1,0,0,0,2,2,5.80143E+20,5.98922E+21,1.0224E+16,5.4045E+16
247,1.17011E+18,1,0,1,0,2017,1,12,7,3,5,2,0,1,0,0,0,0,2,5.26798E+20,6.06861E+21,9.41648E+15,5.4764E+16
248,1.1701E+18,1,0,57,80,2017,1,17,4,3,7,7,0,1,0,0,0,2,1,5.79888E+20,6.00196E+21,1.02235E+16,5.41595E+16
249,1.1701E+18,1,0,60,63,2017,1,7,4,3,5,3,1,1,0,0,0,1,1,5.69088E+20,5.94929E+21,1.00462E+16,5.36878E+16
250,1.17011E+18,1,0,59,154,2017,1,22,5,3,9,1,0,1,0,0,0,2,2,5.6071E+20,6.06197E+21,9.94209E+15,5.47014E+16
251,1.17011E+18,1,0,58,59,2017,1,18,5,3,5,3,0,1,0,0,1,2,2,5.54211E+20,5.9989E+21,9.82973E+15,5.41354E+16
252,1.17011E+18,1,0,62,27,2017,1,14,7,3,2,6,0,1,0,0,0,0,1,5.88198E+20,5.95274E+21,1.03365E+16,5.37159E+16
253,1.17011E+18,1,0,60,68,2017,1,11,7,3,8,1,0,0,0,1,0,0,2,5.77598E+20,5.98755E+21,1.01847E+16,5.40304E+16
254,1.17011E+18,1,0,59,53,2017,1,20,7,3,9,1,0,1,0,0,0,2,2,5.32047E+20,6.0302E+21,9.49387E+15,5.44185E+16
255,1.17012E+18,1,0,55,31,2017,1,14,2,3,8,1,0,1,0,0,0,0,1,6.31572E+20,6.02381E+21,1.10241E+16,5.43451E+16
256,1.17012E+18,1,0,51,44,2017,1,5,2,3,1,5,0,1,0,0,1,2,1,5.05793E+20,6.00621E+21,9.0888E+15,5.42039E+16
257,1.1701E+18,1,0,2,0,2017,1,12,2,3,2,6,0,1,0,0,0,0,1,5.73687E+20,6.0214E+21,1.01333E+16,5.43351E+16
258,1.17011E+18,1,0,62,78,2017,1,11,1,3,2,6,0,1,0,0,0,0,0,5.88616E+20,5.95357E+21,1.0343E+16,5.37233E+16
259,1.1701E+18,1,0,60,37,2017,1,6,2,3,9,1,0,1,0,0,0,2,2,5.5506E+20,5.96598E+21,9.83677E+15,5.38394E+16
260,1.17011E+18,1,0,58,169,2017,1,19,2,3,5,3,0,1,0,0,0,2,1,5.61011E+20,5.99158E+21,9.93232E+15,5.40688E+16
261,1.17011E+18,1,0,51,74,2017,1,22,2,3,5,3,1,1,0,0,0,2,1,5.04503E+20,5.9936E+21,9.06884E+15,5.40906E+16
262,1.17011E+18,1,0,2,0,2017,1,16,3,3,5,2,1,1,0,0,0,2,0,5.70536E+20,6.02016E+21,1.00845E+16,5.43244E+16
263,1.17011E+18,1,0,61,46,2017,1,12,3,3,2,6,0,1,0,0,0,0,0,5.33136E+20,5.97606E+21,9.50468E+15,5.39318E+16
264,1.17011E+18,1,0,4,0,2017,1,18,4,3,3,6,0,1,0,0,0,2,1,5.65895E+20,5.9909E+21,1.00068E+16,5.40621E+16
265,1.17011E+18,1,0,60,9,2017,1,8,5,2,9,1,0,1,0,0,0,0,2,5.61901E+20,5.977E+21,9.94294E+15,5.39377E+16
266,1.17011E+18,1,0,4,0,2017,1,17,3,3,5,3,1,1,0,0,0,2,0,5.6782E+20,5.98968E+21,1.00359E+16,5.40509E+16
267,1.17011E+18,1,0,61,107,2017,1,11,3,3,1,5,0,1,0,0,0,0,1,5.24213E+20,5.98624E+21,9.3696E+15,5.40239E+16
268,1.17011E+18,1,0,58,163,2017,1,8,4,3,4,6,0,1,0,0,1,0,1,5.5814E+20,5.99947E+21,9.88996E+15,5.414E+16
269,1.17011E+18,1,0,51,44,2017,1,17,4,2,6,4,0,1,1,0,0,2,1,5.06599E+20,6.006E+21,9.10116E+15,5.4202E+16
270,1.17011E+18,1,0,61,47,2017,1,8,5,3,9,1,0,1,0,0,0,1,2,5.32236E+20,5.98165E+21,9.49157E+15,5.39822E+16
271,1.17011E+18,1,0,55,21,2017,1,22,6,3,0,1,0,0,0,1,0,2,2,6.28994E+20,6.02668E+21,1.09857E+16,5.43716E+16
272,1.17011E+18,1,0,62,76,2017,1,19,6,3,8,1,0,1,0,0,0,2,2,5.76709E+20,5.95516E+21,1.0163E+16,5.37395E+16
273,1.17011E+18,1,0,3,0,2017,1,13,7,3,5,2,1,1,0,0,0,0,0,6.12416E+20,5.96709E+21,1.07085E+16,5.38402E+16
274,1.17011E+18,1,0,55,35,2017,1,17,6,3,2,6,0,1,0,0,0,2,1,6.13978E+20,5.97567E+21,1.07354E+16,5.39169E+16
275,1.17011E+18,1,0,62,11,2017,1,11,7,3,3,1,0,1,0,0,0,0,2,5.81619E+20,5.94162E+21,1.02339E+16,5.3617E+16
276,1.17011E+18,1,0,58,163,2017,1,10,5,2,9,1,0,1,0,0,0,0,2,5.59118E+20,5.99933E+21,9.90491E+15,5.41387E+16
277,1.17012E+18,1,0,59,106,2017,1,15,1,3,2,6,0,1,0,0,1,0,0,5.45015E+20,6.0694E+21,9.69971E+15,5.47698E+16
278,1.17012E+18,1,0,2,0,2017,1,10,2,3,5,3,0,1,0,0,0,0,1,5.71459E+20,6.02064E+21,1.00989E+16,5.43286E+16
279,1.17011E+18,1,0,54,19,2017,1,9,7,3,0,1,1,0,0,0,0,0,1,4.98067E+20,6.05258E+21,8.97007E+15,5.46207E+16
280,1.17012E+18,1,0,53,32,2017,1,13,2,3,5,3,1,1,0,0,0,0,0,5.91219E+20,5.92173E+21,1.03732E+16,5.34367E+16
281,1.1701E+18,1,0,2,0,2017,1,14,2,3,1,6,0,1,0,1,0,0,1,5.73249E+20,6.01884E+21,1.01259E+16,5.43122E+16
282,1.17011E+18,1,0,62,35,2017,1,14,7,3,9,1,0,1,0,0,0,0,2,5.88064E+20,5.94601E+21,1.03325E+16,5.36554E+16
283,1.17012E+18,1,0,2,0,2017,1,17,3,3,3,6,0,1,0,0,1,2,0,5.77336E+20,6.02048E+21,1.01892E+16,5.43263E+16
284,1.1701E+18,1,0,53,116,2017,1,14,2,3,5,3,0,1,0,1,0,0,0,5.98337E+20,5.92911E+21,1.04826E+16,5.35017E+16
285,1.17011E+18,1,0,56,18,2017,1,9,1,3,5,3,0,1,0,0,1,0,1,5.55236E+20,5.94254E+21,9.83526E+15,5.36287E+16
286,1.17011E+18,1,0,53,92,2017,1,5,2,3,0,7,0,1,0,0,0,2,1,6.00675E+20,5.92791E+21,1.05174E+16,5.34905E+16
287,1.17011E+18,1,0,59,75,2017,1,7,3,3,4,2,0,1,0,0,0,2,1,5.35236E+20,6.04188E+21,9.5444E+15,5.45233E+16
288,1.17011E+18,1,0,55,46,2017,1,18,3,3,5,3,0,1,0,0,0,2,0,6.38986E+20,6.03538E+21,1.11435E+16,5.44471E+16
289,1.17012E+18,1,0,62,4,2017,1,9,2,3,5,3,0,1,0,0,0,0,0,5.93303E+20,5.96051E+21,1.04161E+16,5.37848E+16
290,1.17012E+18,1,0,2,0,2017,1,10,3,3,5,2,0,1,0,0,0,0,1,5.72923E+20,6.01966E+21,1.01211E+16,5.43196E+16
291,1.1701E+18,1,0,62,20,2017,1,15,2,3,0,7,1,0,0,0,0,0,0,5.92201E+20,5.93849E+21,1.03929E+16,5.35871E+16
292,1.17011E+18,1,0,53,83,2017,1,10,2,3,3,6,1,1,0,0,0,0,0,6.03455E+20,5.91694E+21,1.05557E+16,5.33914E+16
293,1.17011E+18,1,0,54,37,2017,1,14,3,3,5,3,0,1,0,0,0,0,1,5.09265E+20,6.05876E+21,9.14367E+15,5.46762E+16
294,1.17011E+18,1,0,53,100,2017,1,7,3,2,6,4,0,1,1,0,0,2,1,6.17985E+20,5.95058E+21,1.07868E+16,5.36906E+16
295,1.17011E+18,1,0,59,92,2017,1,6,4,3,2,6,0,1,0,0,0,2,1,5.20805E+20,6.04086E+21,9.32137E+15,5.45149E+16
296,1.17011E+18,1,0,56,43,2017,1,11,4,3,5,3,0,1,0,0,0,0,1,5.54817E+20,5.94525E+21,9.82939E+15,5.36531E+16
297,1.17011E+18,1,0,54,168,2017,1,8,6,2,0,1,0,0,0,1,0,2,2,4.59218E+20,6.08346E+21,8.3641E+15,5.48965E+16
298,1.17011E+18,1,0,3,0,2017,1,16,6,3,5,3,0,1,0,0,1,0,1,6.0962E+20,5.97038E+21,1.06672E+16,5.38703E+16
299,1.17011E+18,1,0,62,5,2017,1,18,6,3,4,1,0,1,0,0,0,2,2,5.78308E+20,5.95754E+21,1.01879E+16,5.37606E+16
300,1.17011E+18,1,0,62,89,2017,1,13,7,1,3,6,0,1,0,0,1,0,2,5.89184E+20,5.95471E+21,1.0352E+16,5.37334E+16
301,1.17011E+18,1,0,4,0,2017,1,16,6,3,5,3,0,1,0,0,0,0,2,5.65686E+20,5.9896E+21,1.00033E+16,5.40504E+16
302,1.17011E+18,1,0,60,4,2017,1,14,7,3,2,6,0,1,0,0,0,0,1,5.61677E+20,5.97328E+21,9.93878E+15,5.39043E+16
303,1.17011E+18,1,0,3,0,2017,1,11,7,2,8,1,0,1,0,0,0,0,2,6.08529E+20,5.97081E+21,1.06508E+16,5.38744E+16
304,1.17011E+18,1,0,54,62,2017,1,20,7,2,9,1,0,1,0,0,0,2,2,4.97503E+20,6.07381E+21,8.96114E+15,5.48115E+16
305,1.1701E+18,1,0,2,0,2017,1,11,4,3,6,2,0,1,1,0,0,0,0,5.69579E+20,6.01847E+21,1.00694E+16,5.43093E+16
306,1.1701E+18,1,0,61,44,2017,1,10,4,3,5,3,0,1,0,0,0,0,0,5.40716E+20,5.96267E+21,9.61836E+15,5.3811E+16
307,1.17012E+18,1,0,59,183,2017,1,10,2,3,9,2,0,1,0,0,1,0,1,5.2359E+20,6.06488E+21,9.36632E+15,5.47307E+16
308,1.17012E+18,1,0,3,0,2017,1,17,2,3,5,2,0,1,0,0,0,2,0,6.09753E+20,5.9704E+21,1.06693E+16,5.38704E+16
309,1.1701E+18,1,0,1,0,2017,1,11,2,2,0,1,1,0,0,0,0,0,2,5.29919E+20,6.07359E+21,9.46551E+15,5.48086E+16
310,1.17012E+18,1,0,51,138,2017,1,0,3,3,8,7,0,1,0,0,0,2,1,5.17421E+20,5.99412E+21,9.26637E+15,5.4095E+16
311,1.1701E+18,1,0,3,0,2017,1,22,2,3,5,3,1,1,0,0,0,2,2,6.09344E+20,5.97024E+21,1.0663E+16,5.38691E+16
312,1.17011E+18,1,0,2,0,2017,1,16,1,3,5,2,0,1,0,0,0,2,1,5.68291E+20,6.01933E+21,1.00498E+16,5.43172E+16
313,1.1701E+18,1,0,51,11,2017,1,7,2,2,2,6,0,1,0,0,0,2,2,5.0742E+20,5.9737E+21,9.11296E+15,5.39117E+16
314,1.17011E+18,1,0,3,0,2017,1,14,2,3,0,1,1,0,0,0,0,0,0,6.14964E+20,5.97056E+21,1.07485E+16,5.38708E+16
315,1.17011E+18,1,0,2,0,2017,1,10,3,2,8,7,0,1,0,0,0,0,0,5.68658E+20,6.01881E+21,1.00554E+16,5.43126E+16
316,1.17011E+18,1,0,58,43,2017,1,16,3,3,5,2,1,1,0,0,0,1,1,5.54337E+20,6.03497E+21,9.83821E+15,5.44595E+16
317,1.17011E+18,1,0,61,102,2017,1,17,3,3,2,6,0,1,0,0,0,2,1,5.28205E+20,5.97589E+21,9.42957E+15,5.39307E+16
318,1.17011E+18,1,0,55,46,2017,1,18,5,3,9,1,0,1,0,0,0,2,2,6.38692E+20,6.03623E+21,1.11394E+16,5.44548E+16
319,1.17011E+18,1,0,62,4,2017,1,7,6,3,8,1,0,1,0,0,0,2,2,5.92744E+20,5.95961E+21,1.04074E+16,5.37768E+16
320,1.17011E+18,1,0,58,37,2017,1,1,6,3,8,1,0,1,0,0,0,2,2,5.72027E+20,6.03363E+21,1.01107E+16,5.44453E+16
321,1.17011E+18,1,0,55,35,2017,1,19,6,3,8,1,0,1,0,0,0,2,2,6.17482E+20,5.97931E+21,1.07902E+16,5.39488E+16
322,1.17011E+18,1,0,56,47,2017,1,7,6,3,6,4,0,1,1,0,0,2,2,5.55536E+20,5.94763E+21,9.8407E+15,5.36745E+16
323,1.17011E+18,1,0,60,63,2017,1,11,5,3,5,3,0,1,0,1,0,0,0,5.69328E+20,5.95036E+21,1.00501E+16,5.36973E+16
324,1.17011E+18,1,0,3,0,2017,1,13,7,3,6,4,0,1,1,0,0,0,0,6.21064E+20,5.98048E+21,1.08452E+16,5.39585E+16
325,1.17011E+18,1,0,53,100,2017,1,13,6,3,1,5,0,1,0,0,0,0,0,6.17972E+20,5.95056E+21,1.07866E+16,5.36904E+16
326,1.17011E+18,1,0,56,43,2017,1,14,7,3,9,1,0,1,0,0,0,0,2,5.55263E+20,5.94396E+21,9.83592E+15,5.36415E+16
327,1.1701E+18,1,0,58,113,2017,1,16,3,3,9,1,0,1,0,0,0,2,1,5.39273E+20,5.99845E+21,9.60106E+15,5.41327E+16
328,1.1701E+18,1,0,61,118,2017,1,18,3,3,8,6,0,1,0,0,1,2,1,5.33167E+20,5.95498E+21,9.50288E+15,5.37425E+16
329,1.1701E+18,1,0,60,85,2017,1,12,4,2,5,3,0,1,0,0,0,0,0,5.77282E+20,5.96385E+21,1.01739E+16,5.38175E+16
330,1.17021E+18,1,0,2,0,2017,2,15,3,3,4,6,0,1,0,0,0,0,0,5.68965E+20,6.02029E+21,1.00604E+16,5.43258E+16
331,1.17021E+18,1,0,3,0,2017,2,15,3,3,5,3,1,0,0,0,1,0,0,6.14692E+20,5.97353E+21,1.07455E+16,5.38975E+16
332,1.17021E+18,1,0,58,117,2017,2,7,3,3,5,3,1,1,0,0,0,2,0,5.56017E+20,6.00244E+21,9.85803E+15,5.4167E+16
333,1.17021E+18,1,0,2,0,2017,2,15,3,3,4,6,0,1,0,0,0,0,1,5.7522E+20,6.02855E+21,1.01587E+16,5.43991E+16
334,1.17021E+18,1,0,57,33,2017,2,12,3,2,4,6,0,1,0,0,1,0,1,5.74826E+20,6.00818E+21,1.01475E+16,5.42161E+16
335,1.17021E+18,1,0,54,159,2017,2,10,3,3,6,4,0,0,1,0,1,0,0,5.17351E+20,6.03607E+21,9.26774E+15,5.4472E+16
336,1.17021E+18,1,0,59,62,2017,2,11,3,3,9,1,0,1,0,0,0,0,1,5.3321E+20,6.04502E+21,9.51345E+15,5.45516E+16
337,1.17012E+18,1,0,3,0,2017,1,14,1,3,2,6,0,1,0,0,0,0,0,6.11281E+20,5.96912E+21,1.0692E+16,5.38586E+16
338,1.17021E+18,1,0,59,106,2017,2,14,3,2,9,1,0,1,0,0,0,0,2,5.43325E+20,6.07092E+21,9.67366E+15,5.47836E+16
339,1.17012E+18,1,0,58,54,2017,1,10,1,3,5,2,1,1,0,0,0,0,0,5.39243E+20,6.01784E+21,9.60313E+15,5.43069E+16
340,1.17021E+18,1,0,59,183,2017,2,17,3,3,9,6,0,1,0,0,1,1,2,5.19194E+20,6.06787E+21,9.29826E+15,5.47577E+16
341,1.17012E+18,1,0,54,70,2017,1,14,1,3,9,1,0,1,0,0,0,0,0,5.0679E+20,6.02763E+21,9.10459E+15,5.43964E+16
342,1.17021E+18,1,0,56,41,2017,2,2,3,3,2,6,0,1,0,0,0,2,1,5.62623E+20,5.95697E+21,9.94985E+15,5.37576E+16
343,1.17021E+18,1,0,59,10,2017,2,20,3,3,8,1,0,0,0,0,1,2,2,5.28813E+20,6.05149E+21,9.44611E+15,5.461E+16
344,1.17022E+18,1,0,56,41,2017,2,10,5,3,8,6,0,1,0,0,1,0,0,5.59952E+20,5.95529E+21,9.90902E+15,5.37428E+16
345,1.17012E+18,1,0,60,16,2017,1,17,1,2,3,6,0,1,0,0,0,2,0,5.81552E+20,5.98744E+21,1.0245E+16,5.40288E+16
346,1.17021E+18,1,0,61,118,2017,2,14,2,3,5,3,0,1,0,0,0,0,0,5.31252E+20,5.95594E+21,9.47395E+15,5.37511E+16
347,1.17021E+18,1,0,56,5,2017,2,16,2,3,2,1,0,1,0,0,1,0,0,5.59838E+20,5.94649E+21,9.9056E+15,5.36638E+16
348,1.17022E+18,1,0,59,45,2017,2,12,6,3,5,3,0,1,0,0,0,0,0,5.59388E+20,6.05772E+21,9.92071E+15,5.46634E+16
349,1.17012E+18,1,0,61,49,2017,1,14,7,3,9,1,0,1,0,0,0,0,1,5.4808E+20,5.97819E+21,9.73261E+15,5.39499E+16
350,1.17021E+18,1,0,60,2,2017,2,8,2,3,5,2,0,1,0,0,0,1,0,5.603E+20,5.96019E+21,9.91525E+15,5.37868E+16
