OBJECTID_1,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
104982,7,1,37,89,2018,5,18,3,3,4,1,0,0,1,0,0,1,0,1,3.79585E+20,5.57377E+21,7.30908E+15,5.03037E+16
104983,7,1,31,202,2018,5,16,5,3,5,3,0,0,1,0,0,0,0,0,3.78124E+20,5.59091E+21,7.28302E+15,5.04576E+16
104984,7,1,43,51,2018,5,6,2,3,5,3,0,0,1,0,0,0,0,0,4.23952E+20,5.58657E+21,7.92937E+15,5.04262E+16
104985,7,3,20,0,2018,5,10,7,3,0,5,0,1,1,0,0,0,0,0,3.81579E+20,5.4572E+21,7.37257E+15,4.92561E+16
104986,7,1,40,501,2018,5,17,5,3,5,2,0,0,1,0,0,0,0,0,3.98838E+20,5.56493E+21,7.5817E+15,5.02279E+16
104987,7,3,37,49,2018,5,14,4,3,6,6,0,0,1,1,0,0,0,0,4.28489E+20,5.44363E+21,8.01953E+15,4.91413E+16
104988,7,1,11,0,2018,5,9,5,3,1,6,0,0,1,0,0,0,0,0,3.99642E+20,5.58056E+21,7.58882E+15,5.03685E+16
104989,7,3,40,206,2018,5,19,7,2,2,6,0,0,1,0,0,0,0,0,3.84318E+20,5.45437E+21,7.41101E+15,4.92311E+16
104990,7,3,38,26,2018,5,7,6,3,5,3,0,0,1,0,0,0,0,0,4.58783E+20,5.47208E+21,8.43192E+15,4.94E+16
104991,7,2,33,80,2018,5,11,7,3,1,6,0,0,1,0,0,0,0,0,3.3725E+20,5.57225E+21,6.71568E+15,5.02799E+16
104992,7,1,11,0,2018,5,6,5,3,3,6,0,0,1,0,0,0,0,0,3.99601E+20,5.58063E+21,7.58823E+15,5.03692E+16
104993,7,3,32,2,2018,5,11,3,2,5,3,0,0,1,0,1,0,0,0,4.40227E+20,5.47973E+21,8.17503E+15,4.94672E+16
104994,7,3,12,0,2018,5,7,5,3,2,6,0,0,1,0,0,0,0,0,4.10093E+20,5.47214E+21,7.76095E+15,4.93953E+16
104995,7,3,39,30,2018,5,9,7,3,1,7,0,0,1,0,0,0,0,0,4.32214E+20,5.53661E+21,8.05458E+15,4.9978E+16
104996,7,3,40,35,2018,5,15,4,2,5,3,0,0,0,0,0,0,1,0,3.90579E+20,5.45296E+21,7.49736E+15,4.92197E+16
104997,7,3,32,25,2018,5,11,2,3,9,1,0,0,1,0,0,0,0,0,4.45454E+20,5.47019E+21,8.24848E+15,4.9382E+16
104998,7,3,36,3,2018,5,11,1,3,2,6,0,0,1,0,0,0,0,0,3.90443E+20,5.48842E+21,7.48572E+15,4.95385E+16
104999,7,3,35,15,2018,5,19,4,3,5,3,1,0,1,0,0,0,0,0,4.20573E+20,5.47752E+21,7.90427E+15,4.94451E+16
105000,7,3,14,0,2018,5,12,5,2,3,3,0,1,1,0,0,0,0,0,4.56522E+20,5.47846E+21,8.40006E+15,4.94572E+16
105001,7,3,14,0,2018,5,10,4,3,2,6,0,0,1,0,0,0,1,0,4.53665E+20,5.47994E+21,8.36046E+15,4.94703E+16
105002,7,3,14,0,2018,5,7,1,1,5,3,0,1,1,0,0,0,0,1,4.55063E+20,5.48273E+21,8.37944E+15,4.94955E+16
105003,7,3,39,30,2018,5,20,7,3,4,2,0,0,1,0,0,0,0,0,4.30472E+20,5.53725E+21,8.03017E+15,4.99836E+16
105004,7,2,32,115,2018,5,11,7,3,2,6,0,0,1,0,0,0,0,0,3.23227E+20,5.53274E+21,6.53733E+15,4.99208E+16
105005,7,3,14,0,2018,5,0,4,3,9,1,2,0,1,0,0,0,0,0,4.54642E+20,5.48087E+21,8.37384E+15,4.94787E+16
105006,7,3,39,30,2018,5,5,4,2,2,1,0,0,1,0,0,0,0,0,4.35349E+20,5.53871E+21,8.09794E+15,4.99972E+16
105007,7,3,34,28,2018,5,13,4,3,3,6,0,0,1,0,0,0,0,0,4.52001E+20,5.45781E+21,8.34016E+15,4.92712E+16
105008,7,3,14,0,2018,5,9,5,2,3,6,0,0,1,0,0,1,0,0,4.53768E+20,5.48108E+21,8.36175E+15,4.94806E+16
105009,7,3,34,28,2018,5,7,4,3,2,6,0,0,1,0,0,0,0,1,4.51272E+20,5.45719E+21,8.33022E+15,4.92655E+16
105010,7,1,37,203,2018,5,14,2,3,5,2,0,0,1,0,1,0,0,0,3.98823E+20,5.58852E+21,7.57516E+15,5.044E+16
105011,7,3,37,501,2018,5,22,7,3,7,7,2,0,0,0,1,0,0,0,4.25786E+20,5.4518E+21,7.98096E+15,4.92145E+16
105012,7,3,37,29,2018,5,6,4,3,9,1,0,0,1,0,0,0,0,1,4.27936E+20,5.44256E+21,8.01213E+15,4.91317E+16
105013,7,3,14,0,2018,5,13,4,3,5,2,0,0,1,0,0,0,1,0,4.5906E+20,5.47966E+21,8.43496E+15,4.94682E+16
105014,7,3,19,0,2018,5,22,6,2,9,1,2,0,1,0,0,0,0,0,4.47732E+20,5.50327E+21,8.27548E+15,4.96797E+16
105015,7,2,32,27,2018,5,9,7,2,8,1,0,0,0,0,1,0,0,0,3.31659E+20,5.53736E+21,6.65267E+15,4.99648E+16
105016,7,3,37,1,2018,5,19,4,3,7,1,0,0,1,0,0,0,0,1,4.27187E+20,5.45356E+21,7.99987E+15,4.92305E+16
105017,7,3,14,0,2018,5,6,3,3,3,2,0,1,1,0,0,0,0,0,4.58869E+20,5.47843E+21,8.43245E+15,4.94571E+16
105018,7,3,37,43,2018,5,22,4,1,1,6,2,0,1,0,1,0,0,1,4.35636E+20,5.44675E+21,8.11701E+15,4.91702E+16
105019,7,3,37,27,2018,5,11,2,2,2,2,0,0,1,0,1,0,0,0,4.43145E+20,5.4573E+21,8.21851E+15,4.92658E+16
105020,7,3,39,64,2018,5,11,1,3,5,2,0,1,1,0,0,0,0,0,4.47685E+20,5.51821E+21,8.27283E+15,4.9814E+16
105021,7,3,18,0,2018,5,21,4,3,3,6,2,0,1,0,0,1,0,0,4.57207E+20,5.46252E+21,8.41123E+15,4.93139E+16
105022,7,1,34,45,2018,5,17,5,2,2,6,0,0,1,0,0,0,0,1,3.79012E+20,5.50677E+21,7.32214E+15,4.97013E+16
105023,7,3,18,0,2018,5,16,4,2,5,3,0,0,1,0,1,0,0,0,4.58261E+20,5.46398E+21,8.42557E+15,4.93271E+16
105024,7,2,33,223,2018,5,14,1,2,8,1,0,0,0,0,1,0,0,0,3.28018E+20,5.56261E+21,6.59059E+15,5.01907E+16
105025,7,2,32,238,2018,5,2,7,3,9,1,2,0,1,0,0,1,0,0,3.16286E+20,5.55563E+21,6.42978E+15,5.01244E+16
105026,7,2,31,80,2018,5,15,7,3,8,1,0,0,0,0,1,0,0,0,3.4513E+20,5.55127E+21,6.83474E+15,5.00935E+16
105027,7,3,38,5,2018,5,20,4,3,5,3,1,0,1,0,0,0,0,0,4.50205E+20,5.46855E+21,8.31414E+15,4.93676E+16
105028,7,2,35,68,2018,5,8,4,3,9,1,0,0,1,0,0,0,1,1,3.25327E+20,5.50786E+21,6.57774E+15,4.96979E+16
105029,7,1,38,12,2018,5,16,6,3,5,2,0,0,1,0,1,0,0,0,4.04107E+20,5.60034E+21,7.64653E+15,5.05472E+16
105030,7,2,31,25,2018,5,15,7,2,8,1,0,0,0,0,1,0,0,0,3.46225E+20,5.55381E+21,6.84902E+15,5.01166E+16
105031,7,3,38,18,2018,5,15,4,2,5,3,0,0,1,0,0,0,0,0,4.47281E+20,5.48156E+21,8.27213E+15,4.94844E+16
105032,7,2,11,0,2018,5,12,3,3,2,6,0,0,1,0,0,0,0,0,3.33775E+20,5.51947E+21,6.68984E+15,4.98046E+16
105033,7,2,31,502,2018,5,6,6,3,5,3,0,0,1,0,0,0,0,0,3.64134E+20,5.51762E+21,7.11213E+15,4.97956E+16
105034,7,3,39,31,2018,5,13,4,3,8,1,0,0,0,0,0,0,1,0,4.33005E+20,5.52714E+21,8.06726E+15,4.98929E+16
105035,7,3,39,32,2018,5,17,3,3,2,6,0,0,1,0,0,0,0,0,4.43995E+20,5.5333E+21,8.21935E+15,4.99494E+16
105036,7,3,15,0,2018,5,5,4,3,2,6,1,0,1,0,0,0,0,1,4.44918E+20,5.53429E+21,8.23208E+15,4.99584E+16
105037,7,3,14,0,2018,5,10,2,3,5,3,0,1,0,0,1,0,0,0,4.58215E+20,5.47761E+21,8.42351E+15,4.94497E+16
105038,7,2,31,18,2018,5,13,1,2,0,1,0,1,0,0,0,0,0,0,3.59519E+20,5.51286E+21,7.04978E+15,4.97518E+16
105039,7,2,31,7,2018,5,13,4,3,8,1,0,0,1,0,0,0,0,1,3.43465E+20,5.53847E+21,6.81671E+15,4.9978E+16
105040,7,1,38,53,2018,5,15,5,3,2,6,0,0,1,0,0,0,0,0,3.9568E+20,5.60206E+21,7.52713E+15,5.05612E+16
105041,7,2,33,58,2018,5,7,4,3,2,6,0,0,1,0,0,0,0,0,3.3577E+20,5.56867E+21,6.69648E+15,5.02474E+16
105042,7,1,38,65,2018,5,14,1,3,9,1,0,0,0,0,1,0,0,0,3.8787E+20,5.60257E+21,7.41676E+15,5.05643E+16
105043,7,1,32,117,2018,5,15,7,3,6,7,0,0,1,1,0,0,0,0,4.10574E+20,5.62706E+21,7.73132E+15,5.07884E+16
105044,7,2,31,33,2018,5,15,7,2,9,1,0,0,0,0,1,0,0,0,3.52178E+20,5.54202E+21,6.93678E+15,5.00121E+16
105045,7,2,31,502,2018,5,13,4,3,8,1,0,0,1,0,0,0,0,1,3.64296E+20,5.52494E+21,7.11182E+15,4.98615E+16
105046,7,1,38,45,2018,5,17,4,2,4,2,0,0,1,0,1,0,0,0,3.96702E+20,5.58784E+21,7.5455E+15,5.04335E+16
105047,7,1,35,57,2018,5,15,6,3,5,2,0,0,1,0,1,0,0,0,3.58942E+20,5.5556E+21,7.02613E+15,5.01359E+16
105048,7,2,11,0,2018,5,8,4,3,1,6,0,0,1,0,0,0,1,1,3.28985E+20,5.51141E+21,6.62687E+15,4.97308E+16
105049,7,1,35,57,2018,5,12,3,2,9,1,0,0,0,0,1,0,0,0,3.5694E+20,5.55526E+21,6.99825E+15,5.01323E+16
105050,7,1,43,225,2018,5,17,4,2,8,1,0,0,0,0,1,0,0,0,4.1004E+20,5.61789E+21,7.72597E+15,5.07059E+16
105051,7,1,43,285,2018,5,20,2,3,5,3,0,1,1,0,0,0,0,0,4.37811E+20,5.60954E+21,8.12062E+15,5.06344E+16
105052,7,1,37,68,2018,5,19,1,3,5,3,0,0,1,0,0,0,0,1,3.76159E+20,5.57657E+21,7.26007E+15,5.03282E+16
105053,7,1,43,47,2018,5,9,4,3,2,2,0,0,1,0,0,0,0,0,4.11647E+20,5.59306E+21,7.75464E+15,5.04828E+16
105054,7,3,35,22,2018,5,21,4,3,5,3,1,0,1,0,0,0,0,1,3.96286E+20,5.47469E+21,7.57006E+15,4.94161E+16
105055,7,1,38,3,2018,5,12,4,3,0,1,0,0,0,0,0,1,0,0,3.86308E+20,5.61401E+21,7.39121E+15,5.06668E+16
105056,7,1,37,68,2018,5,10,1,3,6,4,0,0,1,1,0,0,0,0,3.73656E+20,5.57693E+21,7.2248E+15,5.03309E+16
105057,7,1,31,70,2018,5,8,4,3,7,7,0,0,1,0,0,0,0,1,3.71017E+20,5.60471E+21,7.17818E+15,5.058E+16
105058,7,2,32,304,2018,5,13,2,2,2,6,0,1,0,0,1,0,0,0,3.18289E+20,5.55789E+21,6.45668E+15,5.01453E+16
105059,7,1,43,219,2018,5,6,1,2,9,1,0,0,1,0,0,0,0,0,4.20839E+20,5.60831E+21,7.88093E+15,5.06213E+16
105060,7,1,40,131,2018,5,7,4,2,5,3,0,0,1,0,0,0,0,1,3.89895E+20,5.54873E+21,7.46106E+15,5.00806E+16
105061,7,1,37,216,2018,5,17,5,3,5,3,0,0,1,0,0,0,0,0,3.94019E+20,5.58326E+21,7.50902E+15,5.03918E+16
105062,7,1,11,0,2018,5,23,4,3,5,3,2,0,1,0,0,0,0,1,3.99971E+20,5.57905E+21,7.59385E+15,5.0355E+16
105063,7,1,31,77,2018,5,16,1,3,5,3,0,0,1,0,1,0,0,1,3.76553E+20,5.60055E+21,7.25771E+15,5.05438E+16
105064,7,1,37,202,2018,5,7,7,3,3,3,0,0,1,0,0,1,0,0,3.91679E+20,5.58007E+21,7.47703E+15,5.03627E+16
105065,7,2,31,134,2018,5,0,7,3,8,1,2,0,1,0,0,0,0,0,3.51376E+20,5.53985E+21,6.92643E+15,4.99925E+16
105066,7,1,40,31,2018,5,16,4,3,8,1,0,0,1,0,0,0,0,1,3.99589E+20,5.55711E+21,7.59429E+15,5.01577E+16
105067,7,1,11,0,2018,5,6,4,3,2,6,0,0,1,0,0,0,0,0,3.99531E+20,5.58314E+21,7.58657E+15,5.03917E+16
105068,7,1,11,0,2018,5,14,6,3,6,7,0,0,1,1,0,0,0,0,3.9465E+20,5.58085E+21,7.51857E+15,5.03703E+16
105069,7,3,40,209,2018,5,17,3,3,8,1,0,0,1,0,0,0,0,0,3.86538E+20,5.46155E+21,7.43945E+15,4.92962E+16
105070,7,1,37,221,2018,5,16,3,3,0,1,0,1,0,0,0,0,1,1,4.01985E+20,5.57035E+21,7.62441E+15,5.02771E+16
105071,7,1,31,14,2018,5,16,2,3,3,6,0,0,0,0,1,1,0,0,3.81402E+20,5.59331E+21,7.32841E+15,5.04798E+16
105072,7,3,35,34,2018,5,15,3,3,5,3,0,0,1,0,0,0,0,0,4.08341E+20,5.48229E+21,7.73447E+15,4.94863E+16
105073,7,1,31,77,2018,5,14,2,3,1,7,0,0,1,0,1,0,0,0,3.73819E+20,5.60189E+21,7.21868E+15,5.05553E+16
105074,7,3,32,46,2018,5,15,7,2,0,1,0,1,0,0,0,0,0,0,4.40823E+20,5.47626E+21,8.18378E+15,4.94361E+16
105075,7,3,12,0,2018,5,12,3,3,5,3,0,0,1,0,0,0,1,0,4.12386E+20,5.47738E+21,7.79138E+15,4.94427E+16
105076,7,3,38,18,2018,5,21,4,2,5,2,2,1,1,0,0,0,0,1,4.48325E+20,5.48126E+21,8.28659E+15,4.94817E+16
105077,7,3,14,0,2018,5,15,6,3,5,3,0,0,1,0,0,0,0,0,4.51205E+20,5.48091E+21,8.3264E+15,4.94789E+16
105078,7,1,34,12,2018,5,19,7,2,7,7,0,0,0,0,1,0,0,0,3.81099E+20,5.52233E+21,7.34632E+15,4.98416E+16
105079,7,3,16,0,2018,5,8,3,3,0,1,0,0,0,0,1,0,0,0,4.40427E+20,5.46391E+21,8.18016E+15,4.9325E+16
105080,7,3,13,0,2018,5,8,3,3,2,2,0,0,1,0,1,0,0,0,4.33416E+20,5.4483E+21,8.08629E+15,4.91839E+16
105081,7,3,34,13,2018,5,14,6,3,2,6,0,0,1,0,0,0,0,0,4.4272E+20,5.43743E+21,8.2155E+15,4.90871E+16
105082,7,2,11,0,2018,5,11,7,3,5,3,0,1,1,0,0,0,0,0,3.31355E+20,5.51503E+21,6.65816E+15,4.97641E+16
105083,7,3,16,0,2018,5,7,3,2,8,1,0,0,1,0,0,0,0,0,4.49113E+20,5.46234E+21,8.2999E+15,4.93117E+16
105084,7,3,36,17,2018,5,3,3,3,1,1,2,0,1,0,0,0,0,0,3.77152E+20,5.47525E+21,7.30619E+15,4.94175E+16
105085,7,3,33,14,2018,5,8,5,2,8,1,0,0,1,0,0,0,0,0,4.16612E+20,5.50252E+21,7.84434E+15,4.96694E+16
105086,7,3,34,28,2018,5,16,3,3,8,7,0,0,1,0,0,0,0,0,4.52919E+20,5.45869E+21,8.35269E+15,4.92791E+16
105087,7,3,35,18,2018,5,13,2,2,2,6,0,0,1,0,1,0,0,0,4.01418E+20,5.47538E+21,7.64062E+15,4.94231E+16
105088,7,1,11,0,2018,5,6,2,3,0,1,0,0,0,0,1,0,0,1,4.01162E+20,5.57972E+21,7.6104E+15,5.03613E+16
105089,7,3,34,1,2018,5,11,3,3,2,6,0,0,1,0,0,0,0,0,4.48599E+20,5.44879E+21,8.29457E+15,4.91897E+16
105090,7,3,37,67,2018,5,16,5,2,4,6,0,0,1,0,0,1,0,1,4.20554E+20,5.45296E+21,7.90891E+15,4.92242E+16
105091,7,1,33,6,2018,5,16,3,3,2,6,0,0,1,0,0,0,0,0,4.18159E+20,5.52168E+21,7.86175E+15,4.98419E+16
105092,7,1,31,55,2018,5,16,2,3,8,1,0,0,1,0,0,0,0,0,3.74501E+20,5.59224E+21,7.23156E+15,5.04687E+16
105093,7,3,14,0,2018,5,19,7,3,5,3,1,1,1,0,0,0,0,0,4.54382E+20,5.47788E+21,8.37059E+15,4.94519E+16
105094,7,1,43,300,2018,5,15,7,3,9,1,0,0,1,0,0,0,0,0,4.22563E+20,5.61273E+21,7.90438E+15,5.06613E+16
105095,7,1,33,54,2018,5,12,3,3,5,3,0,0,1,0,0,0,0,0,4.2172E+20,5.52741E+21,7.91012E+15,4.9894E+16
105096,7,3,33,17,2018,5,11,4,3,4,6,0,0,1,0,0,1,0,0,4.28742E+20,5.49546E+21,8.0137E+15,4.96075E+16
105097,7,3,19,0,2018,5,10,6,1,6,4,0,0,1,1,0,0,0,0,4.52918E+20,5.49732E+21,8.34808E+15,4.96266E+16
105098,7,1,41,62,2018,5,14,7,2,8,1,0,0,0,0,1,0,0,0,4.20784E+20,5.58091E+21,7.88597E+15,5.03749E+16
105099,7,3,19,0,2018,5,16,3,2,5,4,0,0,1,1,0,0,0,0,4.52145E+20,5.49507E+21,8.33765E+15,4.96063E+16
105100,7,3,15,0,2018,5,13,3,3,3,6,0,1,1,0,0,1,0,0,4.4704E+20,5.53901E+21,8.26101E+15,5.0001E+16
105101,7,3,37,59,2018,5,17,7,3,8,1,0,0,0,0,1,0,0,0,4.24702E+20,5.43526E+21,7.96917E+15,4.90656E+16
105102,7,3,39,20,2018,5,9,3,3,6,4,0,0,0,1,0,1,0,0,4.48111E+20,5.52882E+21,8.27733E+15,4.99095E+16
105103,7,3,37,38,2018,5,11,2,3,5,3,0,1,1,0,0,0,0,0,4.42844E+20,5.44287E+21,8.21643E+15,4.9136E+16
105104,7,3,31,4,2018,5,19,1,3,9,1,0,0,1,0,0,0,0,0,4.31654E+20,5.51857E+21,8.04996E+15,4.98157E+16
105105,7,3,39,51,2018,5,16,3,2,4,2,0,0,1,0,1,0,0,0,4.35086E+20,5.5315E+21,8.09549E+15,4.99324E+16
105106,7,2,35,52,2018,5,16,5,2,4,1,0,0,1,0,0,0,0,1,3.25336E+20,5.49745E+21,6.58251E+15,4.96044E+16
105107,7,3,15,0,2018,5,19,3,3,2,6,0,0,1,0,0,0,0,0,4.45424E+20,5.54072E+21,8.23822E+15,5.00163E+16
105108,7,1,34,90,2018,5,21,1,3,8,1,2,0,1,0,0,0,0,1,3.78276E+20,5.51088E+21,7.31065E+15,4.97381E+16
105109,7,1,43,304,2018,5,19,7,3,1,2,0,0,1,0,0,0,0,0,4.25507E+20,5.59326E+21,7.94993E+15,5.04866E+16
105110,7,1,41,6,2018,5,16,7,3,2,2,0,0,1,0,0,0,0,0,4.07995E+20,5.57617E+21,7.70731E+15,5.03304E+16
105111,7,3,15,0,2018,5,7,3,3,5,2,0,1,1,0,0,0,0,0,4.44823E+20,5.53949E+21,8.23001E+15,5.00052E+16
105112,7,3,16,0,2018,5,14,2,3,8,1,0,0,0,0,1,0,0,0,4.38036E+20,5.46742E+21,8.14673E+15,4.93563E+16
105113,7,3,34,12,2018,5,15,1,2,8,1,0,0,0,0,1,0,0,0,4.46194E+20,5.43814E+21,8.26298E+15,4.90937E+16
105114,7,2,33,68,2018,5,8,3,3,9,7,0,0,0,0,0,1,0,0,3.528E+20,5.56237E+21,6.93762E+15,5.01952E+16
105115,7,3,15,0,2018,5,11,5,3,2,2,0,0,1,0,0,0,0,0,4.43799E+20,5.53996E+21,8.21565E+15,5.00093E+16
105116,7,2,33,7,2018,5,13,3,3,3,2,0,0,1,0,0,0,0,0,3.31158E+20,5.57643E+21,6.62839E+15,5.03158E+16
105117,7,3,15,0,2018,5,17,1,3,2,6,1,0,1,0,0,0,0,1,4.47453E+20,5.53438E+21,8.2674E+15,4.99595E+16
105118,7,3,15,0,2018,5,10,7,3,2,6,0,0,1,0,0,0,0,0,4.46633E+20,5.53532E+21,8.25585E+15,4.99678E+16
105119,7,1,43,65,2018,5,12,7,3,0,7,0,0,0,0,1,0,0,0,4.20631E+20,5.59033E+21,7.88182E+15,5.04596E+16
105120,7,2,32,288,2018,5,3,3,3,8,1,2,0,0,0,0,1,0,0,3.18951E+20,5.5723E+21,6.45908E+15,5.0275E+16
105121,7,2,31,53,2018,5,16,4,3,9,7,0,0,1,0,0,0,0,0,3.43925E+20,5.52673E+21,6.82787E+15,4.98726E+16
105122,7,2,11,0,2018,5,6,6,3,5,3,0,0,1,0,0,0,0,0,3.2904E+20,5.51464E+21,6.62621E+15,4.97599E+16
105123,7,1,38,74,2018,5,15,7,2,3,6,0,1,1,0,0,0,0,0,3.98951E+20,5.59986E+21,7.5739E+15,5.05419E+16
105124,7,2,32,61,2018,5,6,3,3,7,7,0,0,0,0,1,0,0,0,3.23983E+20,5.52393E+21,6.55185E+15,4.9842E+16
105125,7,2,31,1,2018,5,16,3,3,2,6,0,0,1,0,0,0,0,1,3.4747E+20,5.53348E+21,6.87451E+15,4.99342E+16
105126,7,1,43,248,2018,5,5,3,3,1,2,0,0,1,0,0,0,0,0,4.23923E+20,5.61439E+21,7.92327E+15,5.06764E+16
105127,7,3,33,60,2018,5,23,2,2,8,1,2,0,1,0,0,0,0,0,4.26875E+20,5.48683E+21,7.98947E+15,4.95297E+16
105128,7,3,32,2,2018,5,3,7,3,9,1,2,0,1,0,0,0,0,0,4.3336E+20,5.48046E+21,8.08015E+15,4.94732E+16
105129,7,2,11,0,2018,5,17,1,2,8,7,0,0,1,0,0,0,0,0,3.29185E+20,5.50918E+21,6.63061E+15,4.97109E+16
105130,7,1,38,61,2018,5,17,3,3,0,3,0,0,1,0,0,0,1,0,3.92492E+20,5.59711E+21,7.48357E+15,5.05161E+16
105131,7,1,35,90,2018,5,18,5,2,8,1,0,0,0,0,1,0,0,0,3.71967E+20,5.56249E+21,7.20596E+15,5.02008E+16
105132,7,1,38,3,2018,5,16,3,3,8,1,0,0,1,0,0,0,0,0,3.88153E+20,5.61268E+21,7.4177E+15,5.06552E+16
105133,7,1,32,63,2018,5,15,1,3,5,3,0,1,1,0,0,0,0,0,4.21889E+20,5.62934E+21,7.89132E+15,5.08105E+16
105134,7,1,31,74,2018,5,15,7,3,5,3,0,0,1,0,1,0,0,0,3.51088E+20,5.59004E+21,6.90273E+15,5.04434E+16
105135,7,1,38,62,2018,5,16,7,3,1,6,0,0,1,0,1,0,0,0,3.74041E+20,5.60875E+21,7.2195E+15,5.0617E+16
105136,7,1,32,6,2018,5,17,3,3,2,6,0,0,1,0,0,0,0,0,4.20948E+20,5.62744E+21,7.87838E+15,5.07933E+16
105137,7,1,35,29,2018,5,21,4,3,9,1,2,0,1,0,0,0,0,1,3.65005E+20,5.55788E+21,7.11011E+15,5.01578E+16
105138,7,1,31,1,2018,5,15,6,2,8,1,0,0,0,0,1,0,0,0,3.51646E+20,5.58311E+21,6.91332E+15,5.03813E+16
105139,7,1,32,14,2018,5,6,7,3,9,1,0,0,1,0,0,0,0,0,4.09284E+20,5.62206E+21,7.71425E+15,5.07432E+16
105140,7,1,38,45,2018,5,13,3,2,8,7,0,0,1,0,0,0,0,0,3.9318E+20,5.59452E+21,7.494E+15,5.04929E+16
105141,7,1,31,70,2018,5,7,3,3,2,6,0,0,1,0,0,0,0,1,3.7316E+20,5.61135E+21,7.20616E+15,5.06402E+16
105142,7,1,31,55,2018,5,7,3,3,5,2,0,0,1,0,1,0,0,0,3.73835E+20,5.59052E+21,7.22276E+15,5.04531E+16
105143,7,1,38,44,2018,5,11,4,3,4,6,0,0,1,0,0,1,0,1,3.88754E+20,5.60912E+21,7.42727E+15,5.06234E+16
105144,7,1,32,63,2018,5,13,6,3,0,1,0,0,0,0,0,0,1,0,4.23061E+20,5.62912E+21,7.908E+15,5.08087E+16
105145,7,1,37,77,2018,5,11,7,3,0,1,0,0,0,0,1,0,0,0,3.60029E+20,5.57481E+21,7.03424E+15,5.03088E+16
105146,7,1,31,90,2018,5,9,3,3,8,1,0,0,1,0,0,0,0,0,3.65785E+20,5.60454E+21,7.10439E+15,5.05774E+16
105147,7,1,43,62,2018,5,20,3,3,1,6,0,0,1,0,0,0,0,0,4.09253E+20,5.59035E+21,7.72157E+15,5.04581E+16
105148,7,1,40,154,2018,5,18,3,2,5,3,0,0,0,0,1,0,1,0,3.89115E+20,5.53553E+21,7.45397E+15,4.99618E+16
105149,7,2,35,77,2018,5,17,2,3,0,1,0,1,0,0,0,0,0,0,3.40988E+20,5.51919E+21,6.79011E+15,4.98041E+16
105150,7,1,41,95,2018,5,14,1,3,5,3,0,1,0,0,0,0,0,0,4.32576E+20,5.57667E+21,8.05254E+15,5.03383E+16
105151,7,1,37,57,2018,5,19,3,2,5,3,0,0,1,0,0,0,0,0,3.80467E+20,5.58203E+21,7.31884E+15,5.03781E+16
105152,7,1,37,226,2018,5,12,5,2,2,6,0,0,1,0,1,0,1,0,4.01705E+20,5.5831E+21,7.61716E+15,5.03918E+16
105153,7,3,12,0,2018,5,10,2,3,8,1,0,0,1,0,0,0,0,0,4.05884E+20,5.479E+21,7.70132E+15,4.94563E+16
105154,7,1,31,1,2018,5,14,1,2,0,1,0,0,0,0,1,0,0,0,3.51309E+20,5.58287E+21,6.90868E+15,5.03791E+16
105155,7,3,35,22,2018,5,10,6,3,2,6,0,0,1,0,0,0,0,0,3.97109E+20,5.47465E+21,7.58141E+15,4.94158E+16
105156,7,1,41,501,2018,5,13,7,2,6,4,0,0,1,1,0,0,0,0,4.03477E+20,5.56969E+21,7.64551E+15,5.02715E+16
105157,7,3,35,48,2018,5,11,2,3,8,1,0,0,1,0,0,0,0,1,4.16519E+20,5.46898E+21,7.85015E+15,4.93678E+16
105158,7,3,12,0,2018,5,16,3,3,3,6,0,0,1,0,0,0,0,0,4.13901E+20,5.4788E+21,7.81196E+15,4.94557E+16
105159,7,1,35,33,2018,5,17,6,3,9,6,0,0,1,0,0,0,1,0,3.72017E+20,5.56626E+21,7.20539E+15,5.02346E+16
105160,7,3,11,0,2018,5,15,2,3,3,1,0,0,1,0,0,1,0,0,4.50412E+20,5.48694E+21,8.31469E+15,4.9533E+16
105161,7,1,38,44,2018,5,11,3,3,2,7,0,0,0,0,0,1,1,0,3.90763E+20,5.6052E+21,7.45682E+15,5.05885E+16
105162,7,1,40,56,2018,5,14,2,3,5,3,0,0,1,0,0,0,0,0,3.94826E+20,5.53448E+21,7.53385E+15,4.99534E+16
105163,7,3,38,18,2018,5,9,2,2,9,1,0,0,0,0,0,1,0,0,4.48171E+20,5.48008E+21,8.28462E+15,4.94712E+16
105164,7,1,31,2,2018,5,14,2,2,4,2,0,0,1,0,1,0,0,0,3.57338E+20,5.59567E+21,6.98855E+15,5.04957E+16
105165,7,3,37,13,2018,5,12,7,2,0,1,0,0,0,0,1,0,0,0,4.20949E+20,5.43839E+21,7.91719E+15,4.90933E+16
105166,7,3,32,24,2018,5,13,2,3,5,3,0,1,1,0,0,0,0,1,4.39251E+20,5.48914E+21,8.16012E+15,4.95518E+16
105167,7,1,43,45,2018,5,18,2,2,4,1,0,0,1,0,1,0,0,0,4.06993E+20,5.60287E+21,7.68661E+15,5.05704E+16
105168,7,3,40,8,2018,5,12,7,2,4,1,0,0,1,0,1,0,0,0,3.98582E+20,5.44015E+21,7.61046E+15,4.91058E+16
