OBJECTID_1,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
1,1,0,3,0,2018,1,8,5,2,0,7,0,1,0,0,0,0,0,0,6.12054E+20,5.96963E+21,1.0704E+16,5.38631E+16
2,1,0,62,20,2018,1,15,6,3,5,2,0,0,1,0,0,0,0,1,5.92302E+20,5.9388E+21,1.03945E+16,5.35899E+16
3,1,0,56,15,2018,1,19,4,3,2,6,2,0,1,0,0,0,0,1,5.47115E+20,5.95527E+21,9.7144E+15,5.37439E+16
4,1,0,59,37,2018,1,10,5,3,5,3,0,0,1,0,0,0,0,1,5.34122E+20,6.05452E+21,9.52867E+15,5.46369E+16
5,1,0,58,150,2018,1,13,3,3,5,2,0,0,1,0,0,0,0,0,5.72288E+20,6.03746E+21,1.01157E+16,5.44796E+16
6,1,0,4,0,2018,1,19,3,3,2,6,2,0,1,0,0,0,0,1,5.64185E+20,5.99116E+21,9.98071E+15,5.40646E+16
7,1,0,54,57,2018,1,18,2,1,4,6,2,0,1,0,0,0,1,1,5.09579E+20,6.04328E+21,9.14804E+15,5.4537E+16
8,1,0,3,0,2018,1,16,1,3,9,6,0,0,1,0,0,0,0,0,6.09516E+20,5.97037E+21,1.06656E+16,5.38702E+16
9,1,0,58,97,2018,1,15,5,1,4,1,1,0,1,0,0,0,0,2,5.32968E+20,6.02199E+21,9.50715E+15,5.43447E+16
10,1,0,2,0,2018,1,7,6,3,0,6,2,1,0,1,0,0,0,1,5.71435E+20,6.01652E+21,1.00975E+16,5.42916E+16
11,1,0,1,0,2018,1,7,5,3,6,2,2,0,1,1,0,0,0,1,5.27332E+20,6.0718E+21,9.42508E+15,5.47926E+16
12,1,0,4,0,2018,1,17,4,3,6,2,2,0,1,1,0,0,0,1,5.63776E+20,5.98959E+21,9.97414E+15,5.40506E+16
13,1,0,56,44,2018,1,9,2,3,5,3,0,1,0,0,0,0,1,1,5.55314E+20,5.93948E+21,9.83589E+15,5.36012E+16
14,1,0,54,13,2018,1,10,3,3,9,1,0,0,0,0,0,0,1,2,5.18609E+20,6.04589E+21,9.28777E+15,5.45602E+16
15,1,0,60,101,2018,1,4,1,3,8,1,2,0,1,0,0,0,0,0,5.80143E+20,5.97636E+21,1.02206E+16,5.39294E+16
16,1,0,59,75,2018,1,20,1,3,0,1,2,0,0,0,1,0,0,0,5.35068E+20,6.03977E+21,9.54155E+15,5.45044E+16
17,1,0,2,0,2018,1,13,7,3,2,6,0,0,1,0,0,0,0,0,5.74566E+20,6.01755E+21,1.01458E+16,5.43004E+16
18,1,0,59,75,2018,1,14,3,2,8,1,0,0,1,0,0,0,0,2,5.35396E+20,6.04307E+21,9.54702E+15,5.45339E+16
19,1,0,51,61,2018,1,0,1,2,1,5,2,0,1,0,1,0,0,0,5.01701E+20,6.01941E+21,9.02615E+15,5.43226E+16
20,1,0,58,33,2018,1,21,1,2,8,1,2,0,1,0,0,0,0,2,5.70694E+20,6.00415E+21,1.00832E+16,5.41805E+16
21,1,0,57,3,2018,1,7,4,3,9,7,0,0,1,0,0,0,0,1,5.85188E+20,6.02913E+21,1.03123E+16,5.44028E+16
22,1,0,56,4,2018,1,11,7,3,2,6,0,0,1,0,0,0,0,0,5.57754E+20,5.95828E+21,9.87626E+15,5.37699E+16
23,1,0,55,46,2018,1,9,4,3,5,3,0,1,1,0,0,0,0,1,6.41921E+20,6.03486E+21,1.11885E+16,5.44416E+16
24,1,0,2,0,2018,1,15,5,3,2,6,0,0,1,0,0,0,0,1,5.69769E+20,6.02013E+21,1.00727E+16,5.43243E+16
25,1,0,59,10,2018,1,11,6,3,2,6,0,0,1,0,0,0,0,1,5.30331E+20,6.04689E+21,9.46914E+15,5.45686E+16
26,1,0,60,63,2018,1,13,4,2,4,6,0,0,1,0,0,0,0,0,5.62986E+20,5.94548E+21,9.95303E+15,5.36543E+16
27,1,0,2,0,2018,1,17,4,3,3,6,2,0,1,0,0,1,0,1,5.72299E+20,6.01845E+21,1.01112E+16,5.43088E+16
28,1,0,62,4,2018,1,9,2,3,6,4,0,0,1,1,0,0,0,0,5.91483E+20,5.96234E+21,1.03891E+16,5.38016E+16
29,1,0,62,82,2018,1,12,2,3,5,2,0,0,1,0,0,0,0,0,5.91123E+20,5.94163E+21,1.03775E+16,5.36155E+16
30,1,0,3,0,2018,1,15,1,3,1,5,0,0,1,0,0,0,0,0,6.08418E+20,5.96931E+21,1.06486E+16,5.3861E+16
31,1,0,53,3,2018,1,19,7,3,7,7,2,0,1,0,0,0,0,0,5.94242E+20,5.9335E+21,1.04222E+16,5.3542E+16
32,1,0,54,93,2018,1,18,6,2,8,1,2,0,1,0,0,0,0,0,4.90264E+20,6.05752E+21,8.84906E+15,5.4665E+16
33,1,0,51,83,2018,1,19,6,3,5,2,2,0,1,0,0,0,1,1,5.12494E+20,5.99938E+21,9.19126E+15,5.41424E+16
34,1,0,59,10,2018,1,11,5,3,3,1,0,0,1,0,0,1,0,1,5.29909E+20,6.04913E+21,9.46283E+15,5.45888E+16
35,1,0,55,35,2018,1,12,5,1,9,7,0,0,1,0,0,0,0,1,6.11802E+20,5.98447E+21,1.07055E+16,5.39964E+16
36,1,0,54,68,2018,1,6,4,3,0,1,2,1,0,0,0,0,0,2,4.92424E+20,6.07309E+21,8.88214E+15,5.48049E+16
37,1,0,54,56,2018,1,7,5,3,5,2,2,1,1,0,0,0,0,2,5.02565E+20,6.03788E+21,9.0396E+15,5.44886E+16
38,1,0,60,23,2018,1,17,5,3,2,6,2,0,1,0,0,0,0,1,5.58577E+20,5.9766E+21,9.89224E+15,5.39345E+16
39,1,0,53,100,2018,1,15,4,2,5,2,0,1,1,0,0,0,0,0,6.17674E+20,5.95137E+21,1.07824E+16,5.36978E+16
40,1,0,51,11,2018,1,19,3,2,6,4,2,0,1,1,0,0,0,1,5.08568E+20,5.97214E+21,9.13039E+15,5.38977E+16
41,1,0,55,17,2018,1,21,2,3,9,7,2,0,1,0,0,0,0,2,6.34776E+20,6.02601E+21,1.10744E+16,5.43641E+16
42,1,0,3,0,2018,1,8,2,3,5,2,0,1,1,0,0,0,0,0,6.12555E+20,5.9697E+21,1.07116E+16,5.38636E+16
43,1,0,51,44,2018,1,12,5,3,2,6,0,0,1,0,0,0,0,2,5.05871E+20,6.0058E+21,9.08999E+15,5.42002E+16
44,1,0,2,0,2018,1,9,7,3,8,1,0,0,1,0,0,0,0,1,5.72941E+20,6.01795E+21,1.0121E+16,5.43042E+16
45,1,0,3,0,2018,1,14,5,3,3,6,0,0,1,0,0,0,0,1,6.10206E+20,5.96797E+21,1.06753E+16,5.38486E+16
46,1,0,56,43,2018,1,14,6,2,5,3,0,0,1,0,1,0,0,1,5.54835E+20,5.945E+21,9.82962E+15,5.36509E+16
47,1,0,60,44,2018,1,7,4,3,5,3,2,0,0,0,0,1,1,1,5.64129E+20,5.9638E+21,9.97412E+15,5.38188E+16
48,1,0,4,0,2018,1,18,5,3,2,6,2,0,1,0,1,0,0,1,5.648E+20,5.99288E+21,9.99048E+15,5.408E+16
49,1,0,3,0,2018,1,8,3,3,6,7,1,1,0,1,0,0,0,1,6.21653E+20,5.97965E+21,1.08538E+16,5.39509E+16
50,1,0,3,0,2018,1,17,3,3,4,6,2,1,1,0,0,0,0,1,6.10651E+20,5.96923E+21,1.06825E+16,5.38598E+16
51,1,0,57,35,2018,1,11,2,2,9,6,0,0,1,0,0,0,0,2,6.01958E+20,6.01506E+21,1.05658E+16,5.42733E+16
52,1,0,53,89,2018,1,6,2,3,2,6,2,0,1,0,0,0,1,0,5.95036E+20,5.93553E+21,1.04348E+16,5.356E+16
53,1,0,56,21,2018,1,19,3,2,8,1,2,0,1,0,0,0,0,1,5.58903E+20,5.95032E+21,9.89217E+15,5.36983E+16
54,1,0,3,0,2018,1,15,2,3,5,2,0,1,1,0,0,0,0,0,6.12101E+20,5.9682E+21,1.07041E+16,5.38502E+16
55,1,0,58,135,2018,1,18,2,3,6,3,2,0,1,1,0,0,0,0,5.41941E+20,6.0186E+21,9.64469E+15,5.43135E+16
56,1,0,56,49,2018,1,7,5,3,5,2,1,1,1,0,0,0,0,1,5.44463E+20,5.94916E+21,9.67331E+15,5.36893E+16
57,1,0,60,39,2018,1,13,6,3,2,6,0,0,1,0,1,0,0,1,5.64527E+20,5.96034E+21,9.97944E+15,5.37876E+16
58,1,0,4,0,2018,1,19,5,3,5,2,2,1,1,0,0,0,0,1,5.64702E+20,5.99493E+21,9.98942E+15,5.40984E+16
59,1,0,62,4,2018,1,13,6,3,1,6,0,0,1,0,0,0,0,1,5.87676E+20,5.96292E+21,1.03315E+16,5.38075E+16
60,1,0,3,0,2018,1,17,4,3,5,3,2,0,1,0,0,0,0,1,6.07646E+20,5.96848E+21,1.06365E+16,5.38537E+16
61,1,0,60,49,2018,1,16,4,2,9,1,1,0,1,0,0,0,0,1,5.84812E+20,5.98128E+21,1.0293E+16,5.39729E+16
62,1,0,59,149,2018,1,17,5,3,8,1,2,0,1,0,0,0,0,0,5.10804E+20,6.06516E+21,9.16779E+15,5.47336E+16
63,1,0,2,0,2018,1,16,3,3,5,3,1,0,1,0,0,0,0,1,5.77365E+20,6.02197E+21,1.019E+16,5.43397E+16
64,1,0,57,81,2018,1,16,3,3,2,6,0,0,1,0,0,0,0,1,5.8789E+20,6.02281E+21,1.03521E+16,5.43455E+16
65,1,0,54,20,2018,1,9,2,3,5,2,0,1,1,0,0,0,0,0,4.98932E+20,6.05066E+21,8.98347E+15,5.46034E+16
66,1,0,59,159,2018,1,20,4,3,4,6,2,0,0,0,0,0,1,1,5.31235E+20,6.05458E+21,9.48394E+15,5.46377E+16
67,1,0,54,161,2018,1,14,1,3,2,2,0,0,1,0,0,0,0,0,5.00492E+20,6.02691E+21,9.00757E+15,5.43899E+16
68,1,0,3,0,2018,1,7,4,3,2,6,0,0,1,0,0,0,0,1,6.10103E+20,5.96996E+21,1.06744E+16,5.38665E+16
69,1,0,58,29,2018,1,18,5,3,9,1,2,0,1,0,0,0,0,1,5.31425E+20,6.005E+21,9.48163E+15,5.41921E+16
70,1,0,2,0,2018,1,5,6,3,5,2,2,0,1,0,0,0,0,1,5.73634E+20,6.02081E+21,1.01323E+16,5.43298E+16
71,1,0,62,25,2018,1,4,5,3,9,1,2,0,0,0,0,0,1,0,6.03654E+20,5.96705E+21,1.05754E+16,5.38416E+16
72,1,0,2,0,2018,1,16,4,3,6,2,2,0,1,1,0,0,0,1,5.73381E+20,6.02063E+21,1.01284E+16,5.43282E+16
73,1,0,53,129,2018,1,6,4,3,2,2,2,0,1,0,0,0,0,1,5.84339E+20,5.92759E+21,1.02712E+16,5.34905E+16
74,1,0,62,14,2018,1,9,5,3,2,2,0,0,1,0,0,1,0,2,5.82523E+20,5.95207E+21,1.02503E+16,5.37108E+16
75,1,0,4,0,2018,1,18,6,3,0,7,2,1,0,0,0,0,0,0,5.64573E+20,5.99128E+21,9.98667E+15,5.40657E+16
76,1,0,2,0,2018,1,22,5,3,5,3,2,1,1,0,0,0,0,1,5.74124E+20,6.01876E+21,1.01393E+16,5.43113E+16
77,1,0,4,0,2018,1,18,4,3,5,3,2,1,1,0,0,0,0,1,5.64701E+20,5.99169E+21,9.98871E+15,5.40693E+16
78,1,0,61,17,2018,1,5,2,2,8,1,2,0,1,0,0,0,0,2,5.38029E+20,5.97216E+21,9.57872E+15,5.38965E+16
79,1,0,54,56,2018,1,16,3,3,5,2,2,0,1,0,1,0,0,1,5.02872E+20,6.03932E+21,9.04435E+15,5.45015E+16
80,1,0,56,41,2018,1,13,1,3,5,3,0,0,1,0,0,0,0,0,5.58873E+20,5.95408E+21,9.89243E+15,5.3732E+16
81,1,0,2,0,2018,1,11,1,3,5,2,0,0,1,0,0,0,0,0,5.68291E+20,6.01933E+21,1.00498E+16,5.43172E+16
82,1,0,59,174,2018,1,16,4,3,2,6,2,0,1,0,0,0,0,1,5.21825E+20,6.06151E+21,9.33866E+15,5.47005E+16
83,1,0,58,155,2018,1,17,7,3,5,2,1,0,1,0,0,0,0,1,5.41413E+20,6.00366E+21,9.63451E+15,5.41794E+16
84,1,0,2,0,2018,1,12,5,3,2,6,0,0,1,0,0,0,0,2,5.72018E+20,6.01806E+21,1.01068E+16,5.43053E+16
85,1,0,55,39,2018,1,18,6,3,8,1,2,0,1,0,0,0,0,1,6.16469E+20,5.99665E+21,1.07814E+16,5.41048E+16
86,1,0,60,44,2018,1,6,4,2,0,7,2,1,0,0,0,0,0,1,5.63185E+20,5.96572E+21,9.96017E+15,5.38362E+16
87,1,0,60,39,2018,1,12,4,3,2,6,0,0,1,0,0,1,0,1,5.61182E+20,5.96204E+21,9.92901E+15,5.38033E+16
88,1,0,62,4,2018,1,7,2,3,2,6,1,0,1,0,0,0,0,2,5.87677E+20,5.96292E+21,1.03315E+16,5.38075E+16
89,1,0,62,4,2018,1,9,2,3,2,6,0,0,1,0,0,0,0,1,5.92072E+20,5.96236E+21,1.0398E+16,5.38017E+16
90,1,0,60,39,2018,1,12,2,3,5,3,0,0,1,0,0,0,0,0,5.61875E+20,5.96231E+21,9.93959E+15,5.38057E+16
91,1,0,4,0,2018,1,13,3,3,2,6,0,0,1,0,0,0,0,0,5.64853E+20,5.99106E+21,9.9909E+15,5.40637E+16
92,1,0,62,9,2018,1,10,1,3,2,6,0,0,1,0,0,0,0,1,5.8134E+20,5.93534E+21,1.0228E+16,5.35607E+16
93,1,0,60,2,2018,1,11,7,3,5,2,0,0,1,0,0,0,0,1,5.57664E+20,5.96017E+21,9.87524E+15,5.37869E+16
94,1,0,51,82,2018,1,17,7,3,2,6,2,0,1,0,0,0,0,0,5.1318E+20,6.00171E+21,9.20186E+15,5.41633E+16
95,1,0,56,41,2018,1,11,5,3,2,6,0,0,1,0,0,0,0,2,5.62411E+20,5.95507E+21,9.94625E+15,5.37405E+16
96,1,0,53,129,2018,1,6,5,3,8,7,2,0,1,0,0,0,0,1,5.84166E+20,5.92846E+21,1.02688E+16,5.34984E+16
97,1,0,55,28,2018,1,17,4,3,6,4,2,0,1,1,0,0,0,1,6.01748E+20,6.00383E+21,1.05587E+16,5.41724E+16
98,1,0,56,36,2018,1,18,3,3,5,2,2,1,1,0,0,0,0,1,5.44715E+20,5.94769E+21,9.67692E+15,5.3676E+16
99,1,0,55,35,2018,1,8,2,3,0,7,0,0,0,0,1,0,0,2,6.14894E+20,5.9795E+21,1.07508E+16,5.39511E+16
100,1,0,55,32,2018,1,18,2,2,5,2,2,1,1,0,0,0,0,1,6.19056E+20,5.99679E+21,1.0821E+16,5.41055E+16
101,1,0,60,29,2018,1,13,3,3,7,7,0,0,1,0,0,0,0,0,5.80108E+20,5.96581E+21,1.02173E+16,5.38347E+16
102,1,0,56,15,2018,1,19,4,2,5,2,2,1,1,0,0,0,0,1,5.42707E+20,5.95633E+21,9.64771E+15,5.37539E+16
103,1,0,51,72,2018,1,8,5,3,6,2,2,0,1,1,0,0,0,1,5.0049E+20,5.97889E+21,9.00747E+15,5.39584E+16
104,1,0,61,46,2018,1,17,6,3,8,1,2,0,1,0,0,0,0,1,5.36788E+20,5.97707E+21,9.56043E+15,5.39407E+16
105,1,0,3,0,2018,1,7,5,3,2,6,2,0,1,0,0,0,0,0,6.1065E+20,5.96828E+21,1.06821E+16,5.38512E+16
106,1,0,60,58,2018,1,17,6,3,5,3,2,1,1,0,0,0,0,1,5.74214E+20,5.95943E+21,1.01262E+16,5.37782E+16
107,1,0,60,34,2018,1,6,4,3,2,6,2,1,0,0,0,0,1,1,5.71373E+20,5.97345E+21,1.00864E+16,5.39046E+16
108,1,0,2,0,2018,1,12,5,3,2,6,0,1,1,0,0,0,0,0,5.73615E+20,6.02103E+21,1.01321E+16,5.43318E+16
109,1,0,55,4,2018,1,15,7,3,5,2,0,0,1,0,0,0,0,1,6.10647E+20,5.97451E+21,1.06843E+16,5.39072E+16
110,1,0,56,22,2018,1,15,5,3,5,3,1,1,1,0,0,0,0,1,5.52151E+20,5.95968E+21,9.79149E+15,5.37831E+16
111,1,0,51,44,2018,1,12,6,3,3,6,0,1,1,0,0,0,0,1,5.05876E+20,6.00489E+21,9.09006E+15,5.4192E+16
112,1,0,51,81,2018,1,0,4,2,8,1,2,0,1,0,0,0,0,2,5.02407E+20,6.00441E+21,9.03688E+15,5.41877E+16
113,1,0,55,40,2018,1,19,5,3,1,5,2,1,1,0,0,0,0,1,6.08441E+20,5.97258E+21,1.06501E+16,5.38903E+16
114,1,0,58,91,2018,1,8,4,3,2,6,0,0,1,0,0,0,0,0,5.62539E+20,5.99827E+21,9.95705E+15,5.41287E+16
115,1,0,3,0,2018,1,11,3,3,3,6,0,1,0,0,0,0,0,0,6.10968E+20,5.9669E+21,1.06865E+16,5.38388E+16
116,1,0,3,0,2018,1,15,2,3,2,6,0,0,1,0,0,1,0,0,6.06529E+20,5.96972E+21,1.062E+16,5.3865E+16
117,1,0,59,75,2018,1,17,2,3,5,3,2,1,1,0,0,0,0,1,5.35447E+20,6.04056E+21,9.5475E+15,5.45114E+16
118,1,0,60,5,2018,1,13,3,3,2,6,0,0,1,0,0,0,0,0,5.85787E+20,5.97891E+21,1.03073E+16,5.39514E+16
119,1,0,60,59,2018,1,12,5,3,8,1,0,0,0,0,0,0,1,2,5.82304E+20,5.98229E+21,1.02551E+16,5.39823E+16
120,1,0,62,1,2018,1,7,6,3,5,2,1,1,1,0,0,0,0,1,5.80662E+20,5.94682E+21,1.02208E+16,5.36639E+16
121,1,0,2,0,2018,1,14,5,3,0,7,0,0,1,0,0,0,1,1,5.74074E+20,6.0208E+21,1.01391E+16,5.43296E+16
122,1,0,3,0,2018,1,7,6,3,5,3,2,1,1,0,0,0,0,1,6.13237E+20,5.96983E+21,1.0722E+16,5.38646E+16
123,1,0,4,0,2018,1,16,4,2,5,2,1,0,1,0,0,0,0,1,5.63848E+20,5.99383E+21,9.97613E+15,5.40887E+16
124,1,0,62,78,2018,1,12,4,1,5,3,0,0,1,0,0,1,0,1,5.90631E+20,5.95054E+21,1.03727E+16,5.36957E+16
125,1,0,60,44,2018,1,20,4,3,6,2,2,0,1,1,0,0,0,1,5.62918E+20,5.96588E+21,9.95615E+15,5.38377E+16
126,1,0,54,132,2018,1,10,3,2,8,7,0,0,0,0,0,1,0,0,5.03112E+20,6.03413E+21,9.048E+15,5.44549E+16
127,1,0,54,113,2018,1,17,3,3,6,4,2,0,1,1,0,0,0,1,4.76335E+20,6.0177E+21,8.63629E+15,5.43067E+16
128,1,0,56,49,2018,1,17,3,3,5,2,2,0,1,0,0,0,0,1,5.43178E+20,5.94961E+21,9.65391E+15,5.36934E+16
129,1,0,4,0,2018,1,7,2,3,0,7,0,0,1,0,0,0,0,2,5.60911E+20,5.99431E+21,9.93133E+15,5.40934E+16
130,1,0,58,96,2018,1,14,1,3,5,3,0,0,1,0,0,0,0,0,5.59099E+20,6.0239E+21,9.90946E+15,5.43595E+16
131,1,0,58,100,2018,1,18,3,3,2,6,2,0,1,0,0,0,0,1,5.32569E+20,6.00054E+21,9.49867E+15,5.4152E+16
132,1,0,58,12,2018,1,7,3,3,2,6,1,0,1,0,0,0,0,1,5.54291E+20,6.03878E+21,9.8382E+15,5.44937E+16
133,1,0,57,57,2018,1,8,2,3,5,3,0,1,1,0,0,0,0,1,5.93975E+20,6.00201E+21,1.04391E+16,5.41576E+16
134,1,0,62,1,2018,1,19,1,3,3,6,2,0,1,0,0,0,0,0,5.80607E+20,5.94677E+21,1.02199E+16,5.36634E+16
135,1,0,56,39,2018,1,19,3,3,5,3,2,1,1,0,0,0,0,0,5.52741E+20,5.94429E+21,9.79783E+15,5.36448E+16
136,1,0,3,0,2018,1,20,5,3,0,1,2,1,0,0,0,0,0,2,6.08292E+20,5.96918E+21,1.06466E+16,5.38598E+16
137,1,0,2,0,2018,1,7,6,3,5,2,2,0,1,0,0,1,0,1,5.74553E+20,6.01455E+21,1.01449E+16,5.42735E+16
138,1,0,2,0,2018,1,16,5,3,5,3,1,1,1,0,0,0,0,1,5.74139E+20,6.01773E+21,1.01393E+16,5.43021E+16
139,1,0,58,135,2018,1,17,4,3,2,1,2,0,1,0,0,0,0,2,5.43323E+20,6.0173E+21,9.66575E+15,5.43018E+16
140,1,0,60,2,2018,1,7,2,3,5,3,1,0,1,0,0,0,0,2,5.59432E+20,5.95979E+21,9.902E+15,5.37833E+16
141,1,0,59,137,2018,1,20,3,3,9,1,2,0,1,0,0,0,0,2,5.42225E+20,6.07492E+21,9.65714E+15,5.48196E+16
142,1,0,51,137,2018,1,12,3,3,5,3,0,1,1,0,0,0,0,0,5.04025E+20,5.9944E+21,9.06155E+15,5.40977E+16
143,1,0,56,22,2018,1,13,1,1,5,3,0,1,1,0,0,0,0,0,5.5402E+20,5.95856E+21,9.81967E+15,5.37728E+16
144,1,0,59,45,2018,1,5,1,3,5,2,2,0,1,0,1,0,0,0,5.59391E+20,6.05791E+21,9.92079E+15,5.4665E+16
145,1,0,2,0,2018,1,22,7,3,5,3,2,0,1,0,0,0,0,0,5.75607E+20,6.02901E+21,1.01647E+16,5.44032E+16
146,1,0,60,2,2018,1,14,4,3,2,6,0,0,1,0,0,0,0,1,5.62258E+20,5.95869E+21,9.94468E+15,5.37731E+16
147,1,0,54,159,2018,1,12,5,3,9,1,0,0,1,0,0,0,0,2,5.11778E+20,6.03628E+21,9.18175E+15,5.4474E+16
148,1,0,51,44,2018,1,14,5,2,6,4,0,0,1,1,0,0,0,1,5.06089E+20,6.00531E+21,9.09333E+15,5.41958E+16
149,1,0,56,15,2018,1,7,4,2,5,2,2,1,1,0,0,0,0,1,5.43694E+20,5.95711E+21,9.66279E+15,5.37608E+16
150,1,0,60,39,2018,1,10,7,3,4,6,0,0,1,0,0,0,0,1,5.6623E+20,5.9612E+21,1.00055E+16,5.37951E+16
151,1,0,58,5,2018,1,13,5,3,5,3,0,1,0,0,0,1,0,2,5.72612E+20,6.02878E+21,1.01186E+16,5.44016E+16
152,1,0,59,145,2018,1,18,6,2,5,3,2,0,1,0,0,0,0,0,5.35732E+20,6.07321E+21,9.55589E+15,5.48048E+16
153,1,0,56,43,2018,1,16,4,3,3,2,2,1,1,0,0,0,0,0,5.54359E+20,5.94543E+21,9.82251E+15,5.36548E+16
154,1,0,2,0,2018,1,14,4,3,3,6,0,0,1,0,0,1,0,1,5.72764E+20,6.01813E+21,1.01183E+16,5.43059E+16
155,1,0,60,44,2018,1,9,2,3,2,2,0,0,1,0,0,0,1,1,5.62085E+20,5.96652E+21,9.94363E+15,5.38435E+16
156,1,0,51,97,2018,1,17,2,3,2,2,2,0,1,0,0,0,0,1,5.07902E+20,5.98335E+21,9.12055E+15,5.39984E+16
157,1,0,54,79,2018,1,18,2,2,9,1,2,0,1,0,0,0,0,1,5.11535E+20,6.05209E+21,9.17862E+15,5.46161E+16
158,1,0,3,0,2018,1,18,1,3,2,6,2,0,1,0,0,0,0,0,6.10272E+20,5.9715E+21,1.06775E+16,5.38802E+16
159,1,0,62,18,2018,1,12,7,3,5,2,0,0,1,0,0,0,0,1,5.81168E+20,5.93223E+21,1.02246E+16,5.35327E+16
160,1,0,59,184,2018,1,7,6,3,5,3,2,1,1,0,0,0,0,1,5.28202E+20,6.06202E+21,9.43766E+15,5.47047E+16
161,1,0,59,159,2018,1,5,7,3,8,7,2,0,1,0,0,0,0,1,5.28316E+20,6.05464E+21,9.43872E+15,5.46383E+16
162,1,0,58,144,2018,1,12,5,3,9,1,0,0,1,0,0,0,0,2,5.62619E+20,6.00232E+21,9.9591E+15,5.41651E+16
163,1,0,3,0,2018,1,14,5,3,0,1,0,0,0,0,1,0,0,1,6.12527E+20,5.96955E+21,1.07111E+16,5.38622E+16
164,1,0,2,0,2018,1,14,4,3,3,6,0,0,1,0,0,0,1,0,5.77281E+20,6.02029E+21,1.01883E+16,5.43246E+16
165,1,0,60,7,2018,1,9,3,2,2,6,0,0,1,0,0,1,0,0,5.7387E+20,5.97505E+21,1.01248E+16,5.39186E+16
166,1,0,3,0,2018,1,7,2,3,6,2,2,0,1,1,0,0,0,0,6.08782E+20,5.96813E+21,1.06537E+16,5.38503E+16
167,1,0,60,64,2018,1,16,4,3,2,6,2,0,1,0,0,0,1,1,5.62127E+20,5.96853E+21,9.94466E+15,5.38615E+16
168,1,0,3,0,2018,1,11,2,3,2,7,0,1,0,0,0,0,0,0,6.10287E+20,5.96996E+21,1.06772E+16,5.38664E+16
169,1,0,3,0,2018,1,15,2,3,5,3,2,1,1,0,0,0,0,0,6.10131E+20,5.96997E+21,1.06748E+16,5.38665E+16
170,1,0,1,0,2018,1,15,2,2,5,3,0,0,1,0,1,0,0,1,5.30611E+20,6.07254E+21,9.47616E+15,5.47991E+16
171,1,0,51,82,2018,1,9,6,3,3,1,0,0,1,0,0,1,0,2,5.14096E+20,6.00139E+21,9.21588E+15,5.41604E+16
172,1,0,57,63,2018,1,17,7,3,2,6,2,0,1,0,0,0,0,1,5.83011E+20,6.02381E+21,1.02773E+16,5.43553E+16
173,1,0,62,16,2018,1,8,5,3,2,6,2,0,1,0,0,0,0,0,5.83141E+20,5.95818E+21,1.02613E+16,5.37656E+16
174,1,0,56,1,2018,1,22,6,2,8,1,2,0,1,0,0,0,0,1,5.47609E+20,5.9457E+21,9.72042E+15,5.36579E+16
175,1,0,51,11,2018,1,13,4,3,4,1,0,0,1,0,0,0,1,2,5.07096E+20,5.97347E+21,9.10802E+15,5.39096E+16
176,1,0,4,0,2018,1,14,5,3,5,2,0,0,1,0,0,0,0,1,5.65267E+20,5.99356E+21,9.99777E+15,5.40861E+16
177,1,0,56,50,2018,1,7,3,3,5,3,2,1,1,0,0,0,0,0,5.46777E+20,5.93718E+21,9.70654E+15,5.35814E+16
178,1,0,3,0,2018,1,18,3,3,1,5,2,0,1,0,0,0,0,1,6.08341E+20,5.97032E+21,1.06478E+16,5.387E+16
179,1,0,58,110,2018,1,7,2,2,2,6,2,0,1,0,0,0,0,1,5.62311E+20,6.03128E+21,9.96043E+15,5.44254E+16
180,1,0,1,0,2018,1,5,2,3,5,3,2,0,1,0,0,0,0,2,5.30485E+20,6.0732E+21,9.47427E+15,5.4805E+16
181,1,0,2,0,2018,1,11,2,3,5,3,0,1,1,0,0,0,0,0,5.74292E+20,6.02322E+21,1.0143E+16,5.43514E+16
182,1,0,53,110,2018,1,11,5,3,9,1,0,0,1,0,0,0,0,2,6.15948E+20,5.94724E+21,1.07547E+16,5.3661E+16
183,1,0,55,43,2018,1,11,6,2,4,7,0,0,1,0,0,0,0,1,6.13047E+20,6.01817E+21,1.07372E+16,5.42989E+16
184,1,0,2,0,2018,1,16,5,3,4,6,1,0,1,0,0,0,0,1,5.76128E+20,6.01731E+21,1.01698E+16,5.4298E+16
185,1,0,58,140,2018,1,5,2,3,2,6,2,0,1,0,1,0,0,1,5.46234E+20,6.01746E+21,9.7105E+15,5.4303E+16
186,1,0,3,0,2018,1,1,2,3,3,6,2,0,1,0,0,0,0,1,6.10302E+20,5.97102E+21,1.06778E+16,5.38759E+16
187,1,0,51,71,2018,1,11,5,3,8,1,0,0,1,0,0,0,0,2,5.01108E+20,6.01967E+21,9.01704E+15,5.43249E+16
188,1,0,60,5,2018,1,12,6,3,5,3,0,0,1,0,0,1,0,1,5.84971E+20,5.97724E+21,1.02943E+16,5.39365E+16
189,1,0,58,117,2018,1,8,5,3,5,2,0,0,1,0,0,0,0,0,5.55849E+20,6.00204E+21,9.85538E+15,5.41634E+16
